original_title,count
Lege og Tidsfordriv for barnlig muntre Piger i den yngre Alder,1
Grundtræk til almindelig Gramatik paa Dansk,1
Rottecks almindelige Verdens=Historie,1
Scener af Frankerigs Historie,1
Maria de Carmo,1
fjorten Dage i Jylland,1
Billedbog for Piger med 7 couleurede Kobbere,1
nouveaux contes morau,1
Regler for Livet udvalgte Tankesprog,1
Mules historiske Skildringer,1
Dr. Fr. Schleiermachers ni Prædikener og det christelige Huusliv,1
Den gamle Richards Kunst at blive riig og lykkelig,1
Vestlig Profil af den cimbriske Halve,1
Miniatur=Ariebog for Damer og Herrer,1
Qvinderne,1
"Lov og Ret for Herremænd, og Bønder",1
Brama og Bayaderen,1
DaGluckskind,1
"Letsindighed og Anger, eller Bladet fra Munden",1
Fremstilling af den danske Armees Organisation og Sammes Vedkommende,1
Om Midlerne til at fremme Landsby=Communernes Tarv,1
Tillæg til den anden Udgave af Roma Danica,1
Blichers Visdoms og Drds Tabel,1
Bidrag til den danske Criminalproces,1
Historiske Psalmer og Riintil Borne=Lærdom,1
Blomsterpige,1
Hvad er dansk Statsret,1
en Aar paa Landet,1
Peer Spillemands Skibsjournal,1
Jøderne paa Hald,1
"stakkels Louis, den sachsiske Bondekrig",1
Urtepotten,1
"christelige Prædikener eller Søndagsbog, 2det Bind",1
"Leonora, en Jnqvisitions=Historiesyv",1
Else Sandberg,1
Et Eventyr paa Heden,1
Landsbydegnen,1
"Urda, Nytaarsgave for 1829",1
Vor Tidshistorie fra Frederik den Andens Tid,1
"N. F. S. Grundtvigs christelige Prædikener eller Søndagsbog, 1ste Bind",1
"Antiquariske Annaler, 4de Bind, 2det Hæfte",1
Jordskjælvet i Messina,1
"Efaf Mariane-Bladet i Berlin, oversat af Dr. N. C. Møhl",1
De russiske Dampbaade anvendte som Lægemiddel,1
"Realregister, over Collegialtidenden",1
"Tifferbog efter Cramers Regnebog, ved Stub",1
"Nemesis, eller Blade, for Literatur og Kunst. Nr. 1",1
Blomsterpigen,1
Søerøverne,1
Cardinalen,1
"Den protestantiske (saakaldte) Kirkes Forhold til Staten, især med Hensyn til den danske Stat",1
"Kjolen paa Vandring, eller Jøden som Underofficeer",1
"Jsidor, eller Skovhytten",1
Den militaire Calender for 1828,1
"Don Alonso, eller Spanien",1
"Monument over Kong Hans og Dronning Christini, i St. Knuds Kirke i Odense",1
"Poetens løierlige Frierie til Jfr. RosaliaGjernevil, eller for Plaisers Skyld",1
Krøniken fra Canongate,1
Anviisning til et Dampfiskeries Anlæg og Fiskeaal,1
"Hvad tykkes Eder og Christus, Hvis Søn er han, Prædiken paa 18de Søndag efter Trinitatis",1
Fingere i Suppens meget yntelige og mærkværlige Levnets- og Kjerlighers=Beskrivelse,1
Lægen Axet Frederik Laasens Anke over tre fyenske Ombedsmænd,1
anden Læsebog for Almueskoler,1
"Dansk og norsk Nationalværk, eller almindelig ældgammel Morskabslæsning",1
"Grækernes Sag i Danmark, en frimodig bemærkning",1
"Militair=juridisk Repertorium, indeholdende de for den danske Landmilitairetat emanerende Forordninger, Parolbefalinger, Jnstruxer, Rescripter, Resolutionerog Collegialbreve fra 1671 til 1824",1
"Hermine, eller Præsten og hans Elskede",1
"Skræderen, som Rescensent, poetisk Forsøg",1
"Udtog af en Dagbog, skreven paa en Fodreise i Tydskland i Aaret 1821",1
Forklaring over de almindeligste grammaticalske Benævnelser og Begreber,1
Luisiaden,1
Der Brautigam ohne Strumpe,1
Walter Scotts og Coopers vigtigste ny udkommende Romaner,1
Bibliothek for de nyeste og interessanteste Romaner og Noveller,1
Anviisning til at spille uden Tab og vinde bestandigen i Tallotteriet,1
"Kjerligheds Drømmen, Vaudeville, oversat efter la Somnambule",1
"Rosenknopper, Fortællinger",1
Pigen ved Søen,1
Om Liighuse og Liigbesigtelse,1
"Fængslet paa Munkholm, eller Storcantsler Griffenfelds Fald, Bod og Anger",1
Archiv for Søevæsenet,1
Kjøbenhavns Veiviser for 1828,1
"Scandmavisk Nytaarsgave, for 1828",1
Om Qvaksalverie og Embedsexaminer,1
"Held og Uheld, Op og Ned, Skyld og Hævn, historiske Fortællinger",1
Fader Evans Stambog,1
Vor Tios Historie fra Frederik den Andens Død,1
"Hermine, eller Præsten og hans Elskere",1
Rosentnopper,1
Kunsten i utrolig kort Tid at lære Oliemalerie uden Practik,1
Den aandelige Sandheds Anerkjennelse og Anvendelse i Livet,1
Det svenske Hof under Kongerne Gustav den 3die og Gustav den 4de,1
Patronen i Ephesus,1
Anviisning til Faarenes Pleie og Benyttelse,1
Archiv for Retsvidenskaben og dens Anvendelse,1
"Peder Lolles Samling, af danske og latinske Ordsprog",1
Veiledning til AkvaSproget paa Kysten Guinea,1
Den ældste hebraiske Tidsregning indtil Moses,1
"Beskrivelse over Keiserstaden Constantinopel, dens Omegn, Sæder og Skikke",1
Nyeste Udtog af Fødsels=Videnskaben til Brug for Jordemødrene,1
Ueber den Werth der Maasie und Gewichte der alten Rømer,1
Dydelære for Ungdommen i Tankevers og bibelske Sprog,1
De falske Propheters Kjendetegn,1
Udvalgte Stykker af Aucian,1
"Om Druiderne, deres Væsen og Lære",1
Den Godmodige,1
Ridderen og hans Skytsengel,1
"Tredie, fjerde og sidste Deel i Smaakjøbstædaand i en stor Stad",1
Oplysninger og S. T. Stutterie=Directionens ved Trykken bekjendtgjorte allerunderdanigste Jndberetning og mine Skrivter af gaaende Hesteavlen i Danmark,1
Det gamle Testaments poetiske og prophtiske Skrivter,1
Carl den Dristiges sidste Levetid,1
Mac Lean,1
Legetøiet i Ørkenen,1
Haarlokkerne,1
Bryllupsfesten,1
"Theater, 1ste Deel",1
"Et Digt i 8te Sange, Napoleon i Ægypten",1
"Ørnens Rede, ny Fortælling",1
"Badens Opfordring til Danmark videnskabelige Læger, at meddele Publicum deres paa egen Erfaring grundede Dom om Homopathsen",1
Elvrigen. En Nytaarsgave for 1829,1
Geographie for Skoleungdommen,1
Dr. Mynsters Tale ved den høie Formælings=Act,1
"Axel, en Romance",1
"Der danische Geheime Cabinets Minister, Graf Johann Friedrich Struensee und sein Ministerium",1
Lustaden,1
"Familierne Walseth, og Leith, en Tyklus af Noveller",1
Haandbog i den classenske Literatur,1
"Nationalsang i Anledning af Deres kgl. Høiheder Prindsesse Wilhelmine Maries, og Prinds Frederik Carl Christians høie Formælingsfest",1
"Ben Klippeborg, efter flere Søefarendes forunderlige Hændelser, en Historie fra Begyndelsen af det attende Aarhundrede",1
"Uhr=Haandbog, eller kort og fattelig Anviisning til at stille alle Slags Uhre efter Solen",1
"Oder, Secularsang og Epoder",1
"Nyeste Huus- og Landapothek, eller den londonske Familie-Receptbog",1
Dr. M. Lutherschristelige Postille,1
Johan Frederik Oberlins Levnet og præstelige Virksomhed,1
"Kjærminderne, eller de lykkelige Dage",1
Udvalgte Stykker af Luciaudgivne til Brug for de lærde Skoler,1
Digte fra Rus-Tiden,1
"Min Talisman, en Skjerv til Bombebøssen",1
"Leire=Konningen Friedlief, Frode hiin Fredegodes",1
Baggesens danske Værker,1
Tydskdansk Ordbog,1
"Clotilde, eller den ulykkelige Skat",1
Nye Morskabsblomster,1
"Den Opstandne, et Malerie for Christendommens Venner",1
Jntet Offer er fortungt for Kjærligheden,1
Appendix til Erindringer,1
Forsøg til en Lærebygning i Krigskunsten,1
"Practiske Jagttagelser, grundede paa mange 3. Aars Erfaringer om den for Fædrenelandet vigtige Smør=Production",1
"Udtog af en Dagbog over Gartnerie, især med Hensyn til Driverie og den skjønne Haugekunst",1
En liden BibelKrønike for Børn og Menigmand,1
Selskabets naturvidenskabelige og mathematiske Afhandlinger. 3die Deel,1
Det kgl. danske Videnskabs-Selskabs philosophiske og historiske Afhandlinger. 3die Deel,1
Tydsk practisk Læsebog for den studerende Ungdom,1
"Topographie von Danemark, cinschlieslich Jslands und der Farøer",1
Let fatteligt og uomstødeligt Beviis for Sandheden af den paa Naturens Love grundede homsopatiske Lægemethode,1
"Napoleons høist interessante, og rørende Afskedsskrivelse til hans Gemalinde Marie Louise",1
Ah!,1
"Biographen, eller mærkværdige Mænds Levnet",1
Smaakjøbstædsaand i en stor Stad,1
Mindetaler over afdøde Geheime=Statsminister Greve C. D. F. af Reventlow,1
"Medbeilerne, Fortælling",1
Griffenfelds Levnetsløb,1
To om en Kjole,1
Originale romantiske Sagn og Fortællinger,1
Thaarups Danske Bibliothek,1
Røst fra Kysten Guinea,1
Kingos Palmer,1
Handbuch der klassischen Litteratur,1
Holbergs Comedier,1
Lord Cobham eller Lollharderne,1
Diable boiteux,1
Den babylonske Hore,1
Nielsens nye Koge=Bageog Sylte Bog,1
Kaffeen i sine Virkninger,1
Den oprigtige Tandlæge,1
Selam eller Blomstersproget,1
Boisens Andagtsbog,1
Filst du Pæren Zacharias,1
Den practiserende Landmands Haandbog,1
Peregrine Pickles,1
"Om Skindød, Levendes Begravelse",1
Om Fødemidler og Bespiisnings-Anstalter,1
"De russiske Dampbade, anvendte som Lægemiddeel",1
Til de ulynnelige Græner,1
De to Alliker,1
Arrestanterne,1
Axel og Valborg,1
Dansk og Norsk Nationalværk,1
Adolph og Lovise,1
Wøllag. Nytaarsgave for Grækervenne,1
Festdagenes Historie,1
Kunsten i utrolig kort Tid at lære Oliemalerie,1
Væringerne i Miklagard,1
Hittebarnet,1
Niels Christiansens Hue,1
de Explicatione Prophet lone,1
Arlechinos Bryllup,1
Smaae poetiske og philosophiske Forsøg,1
En Samling af udkaarede aldre og nyere Selskabssange,1
Mindetaler over Trende af Nibe Menigheds i Aaret 1826 dyrebare Hensovede,1
Den forladte Datter,1
Riis's Archiv for Historie og Geographie,1
Bidrag til Declammeerkunsten,1
"Den lystige Skomager, eller: Fanden er løs",1
Conversations=Lexiconet,1
Geniestreger over Genniestreger,1
Kunstens Offergave,1
Dr. M. Luthers Huuspostille,1
"Johann, Hertug af Finland",1
Svar paa Kammerherre Wedel Jarlsbergstvungne Skriftemaal,1
Skoven ved Hermannstadt,1
En Psalmebog,1
Kirkens Gjenmæle,1
Keiser Alexander,1
literaire Testamente,1
Dødsdandsen,1
De danske Stofficerer,1
Forsvar i Jnjuriesagen,1
Christelig Opfordring til og Kirkeligt Gienmæle imod Professor Clausen,1
Dr. Mangors Land-Apothek,1
Jensens Provincial=Lexicon,1
Samling af Prædikener paa Christendommens tusindaarige Jubelfest i Danmark,1
Nytaarsgave for 1827,1
Bruden af Lammermor,1
Mangors Land=Apothek,1
Lystspillet i Lystspillet,1
"Den hjemkomne Nabob, eller: Uden Retsind ingen Sindsroe",1
Kabale og Kjerlighed,1
Palmer og aandelige Sange,1
Udvalg af sine Prædikener,1
Primitiv Lexicon,1
Fogtmanns geistlige Rescripter,1
Handbuch der franzofischen Sprache,1
Riemers griechisch deutsches Worterbuch,1
Sendebrev til Dr. Professor Hohlenberg,1
"Anviisning til paa en mekanisk Maade at stemme Klaverer, Fortepianoer og Orgeler fuldkommen rene i alle tolv Tonearter",1
Den letsindige Løgner,1
Frithjof,1
Skandinavisk Nataarsgave for 1828,1
"Mischrum, den Gaadefulde fra Median",1
"Tale og Prædiken ved Dr. KK. H. H. Kronprindsesse, Carolines og Prinds Frederik Ferdinands Formæling",1
Prædikener holdne paa 2den Pintsedag 1829 i den nyopbygte Frue Kirke,1
Danmarks nærværende Tilstand &c.,1
Diævelsmøllen ved Wienerbjerger,1
Efterretning om geistlige Embeder i Danmark og de paa samme hvilende Byrder,1
Om Brændeviinsbrænding paa Landet,1
Krønike-Riim med Jndledning og Anmærkninger,1
Ceruben,1
Tankelegge og Digte forsøg,1
Prof. Oehlenschlagers Levnet,1
Nogle bemærkninger angaaende den polske Revolution,1
Huldre-Gaverne,1
En Gave for Confirmanter,1
Johannes Ewads Levnet,1
Tankelege og Digternykker,1
"Anviisning til paa en mekanisk Maade at stemmeKlaverer, Fortepianoer og Orgeler fuldkommen rene i alle tolv Tonearter",1
Kjærlighed paa Nicolay Taarn,1
Kjærlighed paa Nicolai Taarn,1
Maanedsskrift for underholdende Æmner,1
Phantasier og Suitzer,1
Den drillede Skræder,1
Den lystige Skomager,1
Landsbrebarberen eller Skinkekuren,1
Løgneren og hans Søn,1
Oberon,1
Geometrie og Mecanie for Kunstnere og Haandværkere,1
Kortfattet Formare for Børn i Almueskoler,1
Natalias Skibbrud,1
W. Scotts samtlige Værker i Lommeformat,1
Herrens Nadvere,1
Napoleons Grav,1
Napoleons's Noveller. 2den Deel,1
Hulda das Donauweibchen,1
Blomster=Gartneren eller Anviisning til at anlæge Blomsterhauger,1
historisk Roman,1
"Jubelhøitiden, eller: Fikst du Pæren",1
Lasefrugter,1
Fortællinger fra Napoleons Aftencirkler,1
Freias 3 Alter,1
Guldbryllupsfrierierne,1
Pastor Thisteds Repertorium,1
Buchwalds Erindringer,1
"Hulda, das Donauweibchen",1
Samlede Smaadigte,1
Velkommen Jørgen Thisted,1
Kong Enzius,1
Den smukke Fyr,1
Practisk Anviisning i Landoeconomien 1ste Deel,1
Richards Recept Taschenbuch,1
Friedrich Styndall,1
Kortsattet Formære for Børn i Almueskoler,1
Fruhlingsgaden,1
Bilder for de Jugend,1
Oeuvres de Florian,1
Maanedsskrift for Litterature,1
Tvende Taler i Anledning af den høie Formælingsfest den 1ste Novbr. 1828,1
Bladet fra Munden,1
hantasus. En Samling af danske Folkesagn,1
Religionsforedrag for Jesu tænkende Bekiendere,1
Schlot Sternberg,1
Kiærlighedserklæringen ved Tærninger,1
Jngemanns Fædrelandssang,1
Reisles tydske Sproglære,1
"Den danske Aar, og Statskalender for Aare 1819",1
Landsbyeskolemesteren;,1
Kapelmesteren af Venedig,1
Freden ved Prath,1
Samvittighedsspørgsmaale til Pastor Grundtvig,1
Lommebogen,1
De i Gierningen. grebne Røvere,1
Den lige Vei er den bedste,1
Fætteren fra Bremeen eller de tre Skolemestere,1
Jnvitationskortet eller U. A. m. s.,1
Raturhistorie. om Dyrene med Figurer,1
A. B. C.,1
Alisma Plantago et virksom Middel imod gale Hundes Bid,1
De grebne Rovere,1
Kjermindeblomster og Rosenblade,1
PeregrinPickle,1
Rigsdalersedlens Hændelset,1
den letsindige Lagner,1
Lassos Befrielse,1
"Keise=Lyten af Jngemann, 1ste Deel",1
Erik og Abel,1
Kierlighedserklæringen,1
Histoire des Revolutions de Norwige paa Catteau-Calleville,1
"Blostersproget, eller Blomsternes Betydning paa østerlandsk Viis",1
Mindetale over nu hos Gud salige Stiftsog Amtsprovst O A Secher,1
Geistlighedens Historie i Aarhuus Stift fra Reformationen til Aaret 1700,1
Videnskabelig Fremstilling af Skræderkunstens Mysterier,1
Dan. Samling af Fædrelandssange,1
"Skrivt af Aalborgerprofeten Anders Willadsen om Siælens Udødelighed, Bibelens Ægthed",1
"Mindetale over Hr. Amtsprovst Peter Worsøe i Aalsøe, ved Hans Jordefærd",1
"Claddin, eller den forunderlige Lampe",1
Fortællinger eller Digtninger 2den Deel,1
Røverbergen,1
Habarth,1
Faaruk,1
Den lille Taskenspiller,1
Tre Fædre paa een Gang,1
Hraas Saga,1
BrevPolitisk Katechismus,1
Fortællinger seller Digtninger 2den Deel,1
Hasbarth,1
Hugs Grotius,1
Reformations=Almanak for Inbelaaret 1817,1
Zemire og Ator,1
Den unge Zigenner,1
"Azemia, eller de Vilde",1
"Intet Stridsskrift imod Statsraad Ørsted, men anden Mening, end hans Mening, om port nuværende Pengevæsen, især med Hensyn til Jndulten og Sølvværdiesystemmet",1
Middommernattens Diam,1
Napoleons og hans Benners bemærkninger,1
Thalias taknemmelige Flora eller Takoser,1
Adrahamsons Tydsk-Danst Ordbog,1
Mührchenbuch for Kinder,1
"Anviisning til at forene den evangelisk christelige Palmebog, samt den bibelske Historie",1
"Zirtenners Methodedog, eller Veiledning til en tigtil Lærremaade for Almueskolelære",1
Confirmations Tale,1
"Manuscriptet fra Sr. Helena, eller Napoleons Selvbisgrasie",1
Ærlighed varet længst,1
Foruk,1
Høgbarid,1
"Kanarie, fugler",1
Fortællinger eller Digtninger,1
Midsommernattens Drøm,1
Digte Forsøg,1
HrøSaga,1
Freias Alte Mid ommernattens Drøm,1
Prige,1
Digte og Jdyller,1
Exledens Begyndelsesgrunde til Naturlæren,1
De onde Luner,1
En virkelig Begivenhed,1
Constantinopels Erobring,1
Struensee og hans Ministerium,1
Juliane von Lindorak,1
En Nyeaarsgave for 1821,1
Ørsteds juridiske Tidsskrift,1
Riimposen,1
"Oberst Schøllers Forsøg, til en Taktik for Infanterier",1
Maanedsskrift For Christne,1
"Nye Kogebog eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette, o. s. v.",1
Urysses von Jthaka,1
Coelibatet,1
Nina eller den Vanvittige af Kjærlighed,1
Sammes juridiske Archiv,1
Schous Udtog af Forordninger for 1824,1
Nødværge mod Dr. og Prof. Hornemann,1
Menneskehad og Anger,1
Adolph og Clara eller de to Arrestanter,1
Fætter Paul,1
"Dæmona, eller Bjergpigen",1
Skattegraverne,1
Klugels Encyclove,1
Samling af Biskop Münters Ordinationstaler,1
Steffen og Anne,1
Sagn af Honmager: Lord Byron i Grækenland,1
Markos Bozaris,1
Fortællinger og Eventyr,1
Dr. Høsts Ulfelds Historie,1
Dronning Margaretha,1
Den danske Hof- og Statskalender for 1825,1
Forbandelse og Velsignelse,1
Den denske Hof- og Statskalender for 1822,1
Moerskabs-Blomster,1
Den danske Hof= og Statskalender for 1822,1
Menzikef og Dolgorucki eller: De Forviiste,1
Nye Harmonia eller nyeste Visebog for Vamer1ste og 2den Samling for 1821 -22,1
"Billedet, Sørgespil",1
"Anviisning, hvorledes man ufeilbarligen kan vinde i Tallotteriet",1
Betragtninger over Landmandens og især Godseiernes nærværende Stilling,1
Den kronede Mindesang over Luther,1
Andersens Koral Melodier til den Evangelisk-christe lige Palmebog,1
Badens alphabetisk Ordbog over fremmede Ord,1
Schucany,1
Brodeermønstre,1
KoralMelodie-Bog,1
Hørnemanns Plantelære,1
Den falske Catalani,1
"Rosen, en rome ste Kriminalhistorie",1
Criminalprocessen,1
Proben politischer Redekunst,1
Ueberlieserungen aus der neuen Welt,1
Wernere dramat. Wercke,1
Stabels Hændelser paa en Reise til Moren og Constantinopel,1
Der Tu kenkrieg und Muhameds Fall,1
Strivets Stære Skat,1
Algemeines Vicharzneisucht,1
Boetskabs Blomster,1
"Gemahlde der merkwürdigsteen Revolutionen, Empbrunger a. Verschwbrungen aller Zeiten u. Nationen",1
Forglemmiget Nytaarsgave for 1823,1
"Nyeste Harmonia, eller Visedog for Damer",1
Grækernes Frihedskamp,1
Husarofficeren eller Portraitet,1
"Urverdenen, eller Beviis for ældre Verdeners Tilværelse og Undergang",1
Noget om Sielen,1
Veiledning til at katelisere,1
Odin Wolffs Ordbog,1
Fruen paa Gjedserodde,1
"Komus og Momus eller Samling af lystige Jndfald, vittige Svar, latterlige Anvedoter, moersomme Tildragelser",1
Münchhausens Reiser og Eventyrer,1
Anecdoter og Statsforandringen i Rusland 1762,1
Julie Grünthal,1
Den lille Peter,1
Haltshistorie,1
Oehlenschlagers Levnet,1
Ulrik von Gleichen eller Manden med de to Kones,1
Alfsol,1
akademische Borlesungen uden die theologische Moral,1
Briese zu Befordernung der Humanitat,1
Historie om de tegnende skjønne Kunster,1
Deutsche gesunde Vernunst von einem Freunde der Fürsten und des Volk,1
Politik og Historie,1
Dramatisk Almanak,1
"Ridder, ren med trende Koner",1
Skomageren i Paradiis og Skrædderen i Helvede,1
Kjærligheds-Almanak for smukke Piger og Koner,1
Forsøg til en dansk occonomisk Plantelære,1
"Den uskyldige Schweitzerpige, en Fortælling",1
"Den fornemme Fremmede, Roman",1
"Tempelherrernes Skat, en Novelle",1
"Frimaskeraden, Roman",1
Forbandelsen,1
Min Vandel og min Skjæbne,1
En Serenade fra Carl den Femtes Tid,1
Delinqventsager i London,1
Hungersnød i det rige England,1
Den Trettende,1
Pfingsten,1
General og Friherre von Phoenix's overordentlige Reiser og Eventyr,1
Ali og Zaide,1
"Gabriele, en Roman",1
Kraft-Extract af Lovtale over Daniel Ranzau,1
Lovtale over Daniel Ranzou,1
"Arithmetica Tyronica, eller grundig Veiviisning, practice at lære al fornøden Huus- og HandelsRegning",1
AB og Læsebog eller Anviisning til paa den naturligste Maade at lære at læse,1
"De mærkeligste Personers Levnetsbeskrivelse og de vigtigste Tildragelser igjennem alle Tidsaldere, tilgemed et Udtog",1
