;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
192000;ode_035806;1817-03-21;Jndenlandsk;f;Jndenlandsk;f;Titelblad;;;Sverrig og Norge. Den bekjendte Lieutenant Otto Nat og Dag er talt den 21 Novbr. f. A., for i det af ham udgivne Skrivt, i at have brugt Udtryk, der sigtede til at kuldkaste den svenske norske Tronfølge, af den svenske Hoftet in conumaciam tildømt til at have sin Adel, samt Ære, Liv og Gods forbrudt, og ertlæret fredløs, hvor han altræffes paa Rigets Grund, hvilken Dom, nu ogsaa af Hs. Majestæt er bekræftet. 1
158462;ode_002268;1809-07-11;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;"Odense den 24 Juni 1809. Maren sal. Huus. Niels Thaarup. Da det Fyenske ridende Jægercorps efter Kongelig allerhøieste Resolution skal forstærkes, ville det frivillige og utjenstpligtige unge Mandskab, som ønske at indtræde i Samme, snarest mueligt melde sig i Korpsets Kantonnement, Hverringe paa Hindsholmen hos R. Juel, Ritmester og Chef for Korpset. Strax ved Lars Christiansen Bondes dødelige Afgang, som Fæster paa Sludegaard under Baroniet Holkenhavn, blev holdt Registerings=Forretning over Boet; dette bliver aabnet 30te Dagen den 21 Julii næstkommende omFormiddagen Kl. 9 slet, hvortil den Afdødes Arvinger indbodes enten selv eller ved Fuldmægtig. Den sal. Afdøde havde med sin forhen afdøde Hustrue Kirstine Diergaard, som skal være født i Jylland oprettet Reciproqve Testamente, hvorefter Boet deles imellem begges Arvinger om den Længstlevende, som nu er Tilfældet, døde uden at indlade sig i nyt Egteskab. Hendes Arvinger, hvor de findes, som formodentlig er i Jylland, anmodes at møde eller lade møde efter Fuldmagt; da der ved denne Aabnings=Forretning og Boets Vurdering er foranlediget Adskilligt af Vigtighed til Afhandling: hvortil de rette Arvingers eller deres Fuldmægtigers Nærværelse er absolut nødvendig. Holkenhavn i Fyen den 1 Juli 1809. J. Sørensen, Forvalter. Da nærværende Spisevært paa det Fyenske SkolelærerSemniarium, Hr. Agerøe, formedelst indløbne Omstændigheder, ei seer sig istand til at tilfredsstille sine Kreditorer, og paa den Grund seet sig nødsaget til at opgive sit Boe til lovlig Skiftebehandling, saa indkaldes herved med 6 og 12 Ugers Varsel Boets Kredi= og Debitorer, de Første at betale hvad de maatte være skyldige og de Sidste at legitimere deres Fordringers Rigtighed."
323763;ode_167789;1844-05-15;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Et fransk Blad, Journal de la Somme, beretter, at Marie Anna Justine Bernadotte, Sønnedatter af en Broder til den nylig afdøde Konge af Sverrig, (der har efterladt sig flere Millioner i Privatformue) har indladt sig i Ægteskab med en vis Jean Joseph Freng, af hvilket Ægteskab 4 Børn ere blevne Frugten. J de 2 sidste Aar har denne Familie boet i Abbeville, hvor bemeldte Slægtning af Sverrigs og Norges store Konger lever af – at klinke Porcellain, som han møisommeligt indsamler fra Byen og Omegnen, for derved at forskaffe sig det daglige Brød til sig og sin fattige Familie, hvis Armod er saa stor, at Børnene endogsaa betle. Jsær er der en lille Pige paa omtrent 15 Aar, som, for at vække de Forbigaaendes Opmærksomhed og forskaffe sig en Almisse, synger af alle Kræfter og i alle Tonearier forkynder, at 5 Sous vilde være tilstrækkelige for at gjøre hende lykkelig.
306629;ode_150655;1841-08-05;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;"Kjøbenhavns Borgerrepræsentanter have billiget et af Professor Ussing indgivet Forslag om at Forsamlingen skulde igjennem Magistraten indgaae til Cancelliet med et Andragende om: ""at den Omarbeidelse af den i Aaret 1818 approberede Medicinaltaxt, hvortil den under 13 Februar 1829 er bleven nedsat en Commission, snarest muligt maa blive bragt til Endelighed."" Under 1de, har Hs. Majestæt allernaadigst beskikket Sognepræst for Dalum og Sanderum Menigheder, i Fyens Stift, D. Faaborg, til tillige at være Provst for de Odense Herred med Undtagelse af Odense Kjøbstad; Sognepræst for Østerhæsinge og Hillerslev Menigheder i bemeldte Stift, Provst H. P. Svitzer, til Sognepræst for St. Knuds Menighed i Odense, Stiftsprovst for Fyens Stift og Provst for Odense Kjøbstad; Cand. theol. Peder Pedersen til ordineret Catechet og første Lærer ved Borgerskolen i Bogense."
209169;ode_052975;1820-07-25;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Fædrelandet. Kongehuset. Fredagen den 14 Juli overbragte DampPaqvetten Dronningens Søster, Hendes Høihed Prindsesse Juliane, til Kjøbenhavn fra Kiel. Det fortjener at bemærkes, at Prindsessen ingenlunde vilde betage Pladsen, for de øvrige Reisende, hvorfor Hendes Høihed meldte sig og gik som simpel Passageer. Reisen blev fuldbragt i 25 Timer imod Strøm og Vind. Prindsessen var temmeliupasselig Torsdag Aften, men befandt sig den øvrige Tid ualmindelig vel. Ved Afreisen fra Kiel komplimenterede det derværende Regiments Officerer Hendes Høihed ombortligesom dets Musikkorps ogsaa fulgte med Paqvetten til Fæstningen Frederiksort, og ved Ankomsten til Kjøbenhavn var Toldboden saavelsom Lange Linie og Broen til Holmen besat med en utallig Mængde Mennesker. En Kongelig Chaloupe afhentede Hendes Høihed, og flere Kongelige Eqvipager, holdt ved Toldboden, før at bringe Hendes Høihed med Sutetil Frederiksberg Slot.
174777;ode_018583;1813-05-27;Udenlandsk;t;Udenlandsk;t;Første rubrik;;;Blandede Efterretninger. (Af Hamb. og Alt. Av.) Engelland. Prindsen af Oranien har hyppige Sammenkomster med Ministrene og den russiske Gesandt, han har ogsaa været hos Dronningen. Han bærer Uniform som østerrigsk Feldtmarskal. - Hr. Jacober kommet til London som preussisk Minister vedde, engelske Hof. - Hr. Rose gaaer som engelsk Minister til Stokholm.
319322;ode_163348;1843-08-29;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;J Slutningen af Septbr. eller Begyndelsen af Octbr. Maaned agter Undertegnede, formedelst Bopælsforandring, ved offentlig Auction at bortsælge endeel Bohave og Bøger, hvilket herved foreløbigen bekjendtgjøres. J. Saxtorph.
295686;ode_139695;1839-10-03;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;At min kjære Kone, Karen Nielsen, Gjordemoder for det 16de Distrikt i Odense Amt, bortkaldtes fra mig og vore smaae uopdragne Børn Løverdag Morgen den 28 d. M., i sin Alders 35te og vort Ægteskabs 15de Aar, bekjendtgjøres herved med den dybeste Veemod for vore fraværende Slægtninge og Venner. Først 21 Timer efter hendes Død naaede jeg paa min Hjemreise fra Lybek min forrigfulde Bolig. Det var bleven den haarde Lod for hende, der har lettet og lindret Forløsningens Smerter for saa mangen Moder, selv at miste Livet under en bitter og vanskelig Forløsning, der ikke blev til at opnaae ved tvende Lægers forenede Kunst. Enhver skriftlig Bevidnelse af Deeltagelse vil kuns forøge min Sorg. Hundsløv den 30 Septbr. 1839. Carl Fr. Nielsen. At et under Arbeid værende Nyt fransk dansk og dansk fransk Haandlexion af Professor Borring. udkommer fra undertegnede Boghandling, bekjendtgjøres herved foreløbigen. Den fransk danske Deel, som først udgaaer, vil udgjøre c. Aed Ark og leveres Subskribenterne, trykt med tæt Petitskrivt (nogle og 50 Linier paa Siden) og smukt udstyret, for 8 s. Arket eller c. 15 Mk. Subskription paa Samme, imodtages i Provindsialboghandlingerne (i Odense i S. Hempels Boghandling) og hos Undertegnede. 1ste Hefte vil udkomme i Begyndelsen af næste Aar. Subskribentsamlere tilstaaes de sædvanlige Fordeele. Kjøbenhavn den 7 Septbr. 1839. A. Soldins Boghandling. 691 ade- Meget nedsat Priis: Hasses franske dansk og danskefransk Lexicon, udarbeidet efter de bedste Skrivter i begge Sprog, 2det forøgede Oplag, 81 3/4 Ark stort, trykt med tæt Petitskrivt og 5053 Linier paa Siden, faaes indtil Udgangen af 1832. for den nedsatte yderst lave Priis 16 Mk. 8 s., som kun er omtrent 2 s. Arket, i A. Soldins Boghandling i Kjøbenhavn og hos Sammes Commissionairer i Provindserne (i Odense i S. Hempels Boghandling), hvor ligeledes indtil Udløbet af samme Tid erholdes: den franskedanske Deel særskilt (46 1/2 Ark) for 8 Mk. og den danskefranske Deel (35 1/4 Ark) for 7 Mk. 8 s. Aar 1839, Tirsdagen den 17 Septbr., blev i den Kongelige Lands-Over- samt Hof= og Stadsret i Kjøbenhavn afsagt Domi Justitssagen: 2 1/2 Procurator d'Auchamp som Actor, contra Tiltalte Soldat ved Kronens Regiment Niels Johansen Steenlykkehuus, og saaledes : Kjendt for Ret: Tiltalte Soldat ved Kronens Regiment, Niels Johansen, bør til Svendborg Amts Fattigkasse bøde 100 Rbd. Sølv, samt være den i Forordningen 27 Septbr. 1799 §20 fastsatte Censur undergiven i 1 Aar.
357800;ode_201826;1848-10-09;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Efter Begjæring af Nyborg Kommandantskab, afholdes Løverdagen den 11 October 1848, Formiddag Kl. 11 slet, paa Byfogedcontoiret Licitation over Leverance deels af 50,000 Tørv, deels af 30 Læs Sand. Conditionerne ere forinden til Eftersyn paa Byfogedcontoiret. Nyborg den 7 Octbr. 1848. Bierfreund.
219958;ode_063764;1822-10-29;Jndenlandsk;t;Bekjendtgjørelser;f;Fædrelandet;;;Expederede Skibe paa Odense Toldkammefra 20 til 26 October 1822. a) Jndklarerede. Skipper, Ladning J. Anderskov. Gallene. Kjøbenhavn Stykgods. J. Rasmussen. Jagt Flensborg dito Kjøbenhavn dito N. Andresen. dito N. Jørgensen Slup. J. C. Anderskov Gallease Amsterdan Baglast, dito Altona. H. A. Bekkering Tjalk, J. N. Schmidt Jagt, Aalborg. Sild og KrideKjøbenhavn Stykgods. M. Fisker dito, Udklarerede. Ladning Skipper, Lübeck. Nielsen. Slup, Stykgods. Baad. C. L. Pihl. Frederichshald Kornvarer J. Marstrand. Jagt Kjøbenhavn Stykgods. Adertissements.
282074;ode_126038;1837-06-05;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;"Endog udenfor de Selskaber, som have konstitueret sig i Anledning af den 28 Mai, have i Hovedstaden og udenfor samme flere Foreninger af Statsborgere høitideligholdt den festlige Dag. Saaledes havde af den kjøbenhavnske Læseforening omtrent 100 Medlemmer samlet sig til et Aftengilde paa Enighedsværn (Vesterbroe, for at feireJndførelsen af en stændersk Forfatning i Danmark. Den første Skaal, der udbragtes af den talentfulde Redakteur, Hr. Claudius Rosenhoff, var for Hs. Majestæt Kongen."" Blandt de andre Toaster kunne især udpeges Kandidat Orla Lehmanns for Stænderinstitutionen, Prof. Davids for Læseforeningen, Pastor Visbyes for Borgerstanden, og den danske OConnells, Assessor Algreen=Ussings for det, Stænderinstitutionen har virket ved, hvad den hidtil har holdt tilbage. To Sager havde Taleren nærmest for Øie: Trykkefrihedssagen og Finantssagen - hvad Pressen angaaer altsaa, den paatænkte nye Trykkefrihedsanordning, og hvad Finantserne angaaer, nye Statslaan."" Saa vigtige Spørgsmaal - siger Kjøbenhavnsposten - behandlede med saa meget Mod og Talent, kunde ikke andet end vække den meest levende Sympathie hos alle de Tilstedeværende."
350227;ode_194253;1847-11-11;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"En stor gammel Vædder, med et Aftægt i det venstre Øre og et Rids i det høire, er i Søndags bortgaaet fra sin Eier, Knud Hansen i Wæde, Weuslinge Sogn, til hvem den mod en Douceur bedes afleveret. En fleeraarig øvet Lærerinde, som kan undervise grundig i alle Skolevidenskaber, alle brugelige Haandarbeider, og kan give fuldkommen theoretisk og praktisk Underviisning i det danske, franske og tydske Sprog, hvilket sidste er hendes Modersmaal, søger i Løbet af Vinteren eller til Mai 1848 Engagement hos en dannet Familie eller som Medhielperinde ved et Jnstitut, hvori hun ogsaa har Øvelse, da hun i længere Tid har forestaaet et saadant. Hun kan producere de bedste Anbefalinger og er beskeden i sine Fordringer. Billetter mærkede ""Lærerinde, bedes indsendte til Adressecontoiret. En velopdragen Dreng med gode Skolekundskader kan strax blive antaget i Handelslære hos P. H. Petersen. Odense Overgade No. 7. Handelslærling. En Dreng af honette Forældre og som regner og skriver godt, kan strax blive antaget ved en Manufacturhandel. Billetter mærkede B. N. 100 bedes de Søgende at afgive snarest muligt paa Adressecontoiret. Et ungt Menneske, der i nogen Tid har været ved Landvæsenet, kan, mod en moderat Betaling, faae Plads paa Hovedgaarden Petersholm ved Veile strax, naar man desangaaende Hansen. henvender sig til Eieren. Plads for en Røgter er, formedelst Sygdomstilfælde, strax ledig paa Fraugdegaard. 1500 Rbd., 1300 Rbd. og 1000 Rbd. kunne, ogsaa i mindre Summer, imod solide Panter, erholdes til Laans i førstkommende December Termin, naar Vedkommende derom henvende sig til Cancellieraad Hospitalsforstander Bonde i Odense. Under Stamhuset Hofmansgaves Overformynderi ere i førstkommende 11 Decbr. Termin circa 200 Rbd. Umyndiges Midler at erholde til Laans, imod anordningsmæssig Sikkerhed, naar man henvender sig til undertegnede Forvalter."
177870;ode_021676;1814-04-18;Udenlandsk;t;Udenlandsk;t;Første rubrik;;;"J den Prokamation, Schwarzenberg udstædte for de Allieredes Indtog i Paris, forekommer disse kun alt forsande Ord: ""J 20 Aar er Europa oversvømmet med Blodog Taarer; alle Forsøg paa at sætte denne Ulykke Skranker, have været forgiæves, da Freden selv finder en uovervindelig Hindring i den Regierings Vælde, som undertrykker OsStaden Paris tilkommer det, under disse omstændigheder at fremskynde Verdens Fred. Pariser. J kjende Eders Fædrelands Tilstand, Bordeaux Forhold, Lyons venskabe, lige Besættelse, den Frankerig overførte Ulykke og Eders Medborgeres sande Tænkemaade. J disse Exempler allene finde J Enden paa Krigen med Udlandet og den borgerlige Tvedragt. Hovedstaden skal ikke trykkes med Jndqvartering. Med dette Sindelag vender det for Eders Mure væbnede Europa sig til Eder. Jler med at svare til den Tillid, det sætter i Eders Fødelandskjerlighed og Viisdom. Strax efter Jndrykningen udkom følgende Erklæring: De allierede Magters Hære have besat Frankerigs Hovedstad. De forbundne Souverainer komme den franske Nations Ønsker imøde. De erklære: at ligesom Fredsbetingelserne udkrævede stærkere Garantier, saalænge det kom an paa, at tæmme Bonapartes Ærgjerrighed, maae samme blive gunstigere, naar Frankerig, ved at vende tilbage til en viis Regjering, selv vil borge for slig en Roligheds Tilstand. Jfølge heraf erklære de allierede Souverainer offentlig at de ikke mere ville træde i Underhandling enten med Napoleon Bonaparte eller nogen af hans Familie, at de ville respektere GammelFrankerigs Jntegritet, saaledes som den har været under dets retmæssige Konger. De kunne endnu gjøre Mere, i det de altid bekjende sig til den Grundsætning: at Enropas Lykkekræver, at Frankerig maa være stor og stærk, at de ville erkjende og garantere den Forfatning, som Frankerig selv vil give sig. De indbyde derfor Senatet til, ufortøvet at udnævne en provisorisk Regjering, som kan besørge Forvaltningen og forberede en for det franske Folk passende Konstitution."
187177;ode_030983;1816-04-08;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Storbrittannien. Den 20 Marts var atter er meget stormende Møde i Underhuset. Skatkammerkantsleren erklærede først, at han til Lettelse for Landmanden agtede at foreslaae Krigs=Maltskettens Ophævelse, som vilde jør et Skaar af 2 Millioner i Jndtægterne, og da Lord Cast ereagh i Anledning heraf erklærede et nyt Laan for nødvendigt, samt forlangte en Forhøielse i Admiralitets-Sekretairernes Løn, nedregnede atter Sarkasmer over Ministrenes Ødselhed, nu da Alt var lettere end tilforn. Hr. Brougham gik endog ved denne Leilighed saa vidt, at raade dem, som have med Hoffet at bestille, at lade Stuarternes Skjebne tjenesig til Advarsel, som bleve stødte fra Tronen, fordi de traadte Folkets Følelser under Fødder. Misforstaaet Religions-Jver - vedblev han - kunde endda maaskee tjene dem til Undskyldning; men langt anderledes seer det ud med dem, som uden Samvittighed fremture fra Last til Last, som fylde deres Huse med alskens Overdaadigheder, nære enhver Vellyst og Luxus, medens Folket savner Livets Fornødenheder, omgive sig med hyrede Tropper, idelig bestorme Parlamentet og Penge til deres Frandserier og i Fælli med deres Favoriter øde det, de ei selv kunne fortære, og som maa udvines af et trykket folks Lommer. Over disse diærve Yttringer kom det til den hæftidste Ordstrid. Hr. Tiernen sagde, at ford Castlereagh forrkom ham at være i samme Stilling som en for Retten anklaget Synder. Hr. Pole paastod, at af en Mand, der kunde tile saa foragteligt imod Lord Castlereagh og Skatkommerkantsleren Hr. Vansitiart, som Hr. Brougham, var ingen Retfær19 dighed at vente; men blev derfor af Talleren raabt til Orden. Han føiede da til, at han fandt det oprørende, i Parlamentet at høre slige fornærmelige Angreeb paa Huset Brunsvig; men Allarmen blev derved større og der hyssedes fra alle Sider. Hr. Brougham, som imidlertid havde været ude og nu traadte ind igjen, fralagde sig denne Beskyldning, da hans Mening kun havde været, at den regjerende Familie maatte faae bedre Raadgivere, for at kunne blive desto sikkrere paa Tronen. Ved Stemmesamlingen vare 159 for og 130 imod Ministerens Forslag, som altsaa blev antaget med en Majoritet af 29. Som et offentligt Blad bemærker, vil BroushamsUdfald paa en Prinds, hvis første og bestandige Ønske har været henvendt til Undersaatternes Lykke, mere skader, end gavne Oppositionen, da enhver Fordomsfrie maae spørge, hvortil sligt et Sprog fremdeles vilde lede? Londons Borgerskab vil nu og indgive et Bønskrivt til Parlamentet om en bedre Oekonomies Jndførelse og ArmeensFormindskelse."
193532;ode_037338;1817-07-14;Udenlandsk;t;Udenlandsk;t;Blandinger;;;I Invernes i Skotland har Man atter sporet to hæftige Jordstød, og da disse i den senere Tid indfalde saa ofte, frygter Man for, at de skulle være Forbud for en paafølgende voldsom Naturrevolution.
323439;ode_167465;1844-04-29;Jndenlandsk;f;Jndenlandsk;f;AVERTISSEMENTS;;;Da jeg i denne Tid har erholdt en ny Svend fra Kjøbenhavn, saa tager jeg heraf Anledning til fremdeles at anbefale min Barbeerstue til det ærede Publikum, med Tilføiende: at jeg stedse skal bestræbe mig for at kunne vinde Enhvers Tilfredshed, som freqventerer samme.
